Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr}
Date,HH:MM,Datasource,Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr}
2019/1/4,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.2,-1.2,83,99300,315,1411,290,165,386,78,18373,14794,8776,364,230,5.1,10,10,24.0,564,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,-1.0,86,99200,440,1411,290,224,331,121,24964,19783,13512,586,240,6.2,10,10,24.1,549,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,12:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,-1.0,80,99200,509,1411,294,283,417,132,31787,27030,14942,658,240,5.7,10,10,24.1,610,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.8,-1.2,80,99200,517,1411,293,296,454,130,33392,29258,14681,646,230,5.7,10,10,24.0,610,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,-1.0,80,99200,464,1411,294,253,406,120,28425,24549,13504,587,230,5.1,10,10,24.1,610,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,15:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,-1.0,80,99200,353,1411,294,177,332,94,19630,15531,10440,440,230,4.6,10,10,24.1,671,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.9,-1.1,80,99200,193,1411,294,91,313,48,10079,2563,5362,213,220,4.6,10,10,24.0,671,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,-1.0,80,99200,24,650,294,9,156,6,1030,0,732,27,220,3.1,10,10,24.1,671,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,18:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,-1.0,80,99300,0,0,294,0,0,0,0,0,0,0,210,3.6,10,10,24.1,671,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.8,-1.0,81,99300,0,0,293,0,0,0,0,0,0,0,230,4.1,10,10,19.0,701,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,-1.0,80,99300,0,0,294,0,0,0,0,0,0,0,230,0.0,10,10,19.3,732,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,21:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,-1.0,86,99300,0,0,290,0,0,0,0,0,0,0,360,1.0,10,10,16.1,792,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.8,-0.7,89,99200,0,0,289,0,0,0,0,0,0,0,360,0.5,10,10,16.0,762,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,-1.0,86,99200,0,0,276,0,0,0,0,0,0,0,320,2.1,8,8,16.1,732,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/4,24:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.0,-1.0,93,99100,0,0,268,0,0,0,0,0,0,0,160,2.6,7,7,12.9,732,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,01:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-1.9,-2.4,96,99100,0,0,256,0,0,0,0,0,0,0,171,1.3,6,6,9.7,720,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/1/5,02:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-2.0,-3.0,93,99100,0,0,258,0,0,0,0,0,0,0,160,1.0,7,7,8.0,671,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/1/5,03:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-2.0,-2.0,100,99100,0,0,263,0,0,0,0,0,0,0,180,1.0,8,8,9.7,671,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/1/5,04:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-1.2,-1.6,97,99000,0,0,280,0,0,0,0,0,0,0,360,0.5,10,10,6.0,564,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/1/5,05:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-1.0,-1.0,100,99000,0,0,281,0,0,0,0,0,0,0,360,3.1,10,10,6.4,457,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,06:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-1.0,-1.0,100,99100,0,0,281,0,0,0,0,0,0,0,30,2.1,10,10,6.4,396,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,07:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.3,-0.8,92,99100,0,0,287,0,0,0,0,0,0,0,360,0.5,10,10,8.0,426,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,08:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.0,-1.0,93,99200,6,316,286,1,105,1,133,0,75,2,320,0.0,10,10,6.4,457,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,09:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.0,-1.0,93,99200,146,1411,286,60,211,38,6582,0,4181,164,320,2.6,10,10,4.8,792,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.9,-0.4,91,99100,317,1411,290,164,373,80,18205,14434,8919,370,360,2.6,10,10,4.8,2142,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,0.0,93,99100,442,1411,291,233,370,117,26055,21691,13163,570,340,1.5,10,10,6.4,4267,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,12:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,0.0,87,99000,511,1411,295,292,451,128,32902,28738,14520,638,300,2.6,10,10,12.9,305,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.1,-0.1,85,99000,520,1411,295,305,490,125,34596,30963,14215,624,360,0.5,10,10,16.0,350,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,0.0,87,99000,467,1411,287,284,551,102,32338,30687,11645,500,260,2.1,9,9,16.1,396,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,15:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,0.0,87,99100,356,1411,281,220,595,70,25059,23068,7982,329,310,3.1,8,8,19.3,914,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,-0.1,86,99000,197,1411,281,116,569,37,13144,965,4169,162,240,2.1,8,8,24.0,914,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,0.0,93,99100,25,673,277,10,553,0,1530,0,14,0,260,2.1,8,8,24.1,914,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,18:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,-1.0,86,99200,0,0,282,0,0,0,0,0,0,0,270,1.5,9,9,24.1,914,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.6,-0.9,83,99200,0,0,292,0,0,0,0,0,0,0,290,3.1,10,10,24.0,1796,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,-1.0,86,99200,0,0,290,0,0,0,0,0,0,0,250,2.6,10,10,24.1,2591,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,21:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,-1.0,86,99200,0,0,290,0,0,0,0,0,0,0,240,2.1,10,10,24.1,914,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.6,-0.9,90,99200,0,0,288,0,0,0,0,0,0,0,360,0.5,10,10,24.0,944,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.0,-1.0,93,99200,0,0,286,0,0,0,0,0,0,0,200,2.1,10,10,24.1,975,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/5,24:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.0,-1.0,93,99200,0,0,286,0,0,0,0,0,0,0,280,2.6,10,10,24.1,2499,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/6,01:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-0.2,-1.6,90,99200,0,0,284,0,0,0,0,0,0,0,250,1.5,10,10,16.0,2316,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/1/6,02:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.0,-2.0,86,99200,0,0,285,0,0,0,0,0,0,0,290,2.6,10,10,24.1,2591,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/1/6,03:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-1.0,-1.0,100,99300,0,0,281,0,0,0,0,0,0,0,300,3.1,10,10,24.1,1006,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/6,04:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-0.2,-1.2,93,99300,0,0,285,0,0,0,0,0,0,0,290,4.6,10,10,16.0,855,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/6,05:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.0,-1.0,93,99400,0,0,286,0,0,0,0,0,0,0,290,5.1,10,10,16.1,427,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/6,06:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.0,-1.0,93,99500,0,0,286,0,0,0,0,0,0,0,310,5.1,10,10,16.1,701,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/1/6,07:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-1.0,-5.3,72,99700,0,0,277,0,0,0,0,0,0,0,340,8.8,10,10,24.0,1417,9,'999999999,60,0.0000,0,88,999.000,0.0,1.0
2019/1/6,08:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-2.0,-9.0,59,99900,6,320,262,1,223,0,155,0,8,0,350,7.7,9,9,24.1,2134,9,'999999999,50,0.0000,0,88,999.000,0.0,1.0
2019/1/6,09:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-3.0,-9.0,63,100100,147,1411,253,71,346,35,7916,0,3911,152,330,9.3,8,8,24.1,2347,9,'999999999,50,0.0000,0,88,999.000,0.0,1.0
2019/1/6,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-3.4,-10.2,60,100300,318,1411,250,194,587,62,22113,20046,7075,287,320,9.8,8,8,24.0,1572,9,'999999999,50,0.0000,0,88,999.000,0.0,1.0
2019/1/6,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-4.0,-11.0,59,100400,444,1411,247,273,571,94,31171,31160,10705,454,330,12.4,8,8,24.1,914,9,'999999999,40,0.0000,0,88,999.000,0.0,1.0
2019/1/6,12:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-4.0,-14.0,47,100400,514,1411,244,344,691,92,39926,40062,10761,460,340,12.4,8,8,24.1,1524,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/6,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-4.2,-12.6,53,100500,523,1411,250,334,614,106,38424,37749,12295,532,320,9.3,9,9,24.0,77777,9,'999999999,40,0.0000,0,88,999.000,0.0,1.0
2019/1/6,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-5.0,-13.0,54,100600,470,1411,233,370,988,41,45322,42279,5034,201,320,10.3,5,5,24.1,77777,9,'999999999,40,0.0000,0,88,999.000,0.0,1.0
2019/1/6,15:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-6.0,-14.0,54,100800,360,1411,229,268,907,37,32219,28014,4464,175,340,8.8,5,5,24.1,77777,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/6,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-7.0,-14.9,55,101000,200,1411,223,147,912,18,17746,0,2130,78,340,8.2,4,4,24.0,77777,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/6,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-8.0,-14.0,63,101100,27,698,218,12,634,0,2347,0,0,0,330,7.2,3,3,24.1,77777,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/6,18:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-9.0,-15.0,63,101300,0,0,214,0,0,0,0,0,0,0,330,7.7,3,3,24.1,77777,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/6,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-9.6,-15.3,64,101500,0,0,207,0,0,0,0,0,0,0,330,6.2,1,1,24.0,77777,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/6,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-10.0,-16.0,63,101600,0,0,210,0,0,0,0,0,0,0,320,7.2,3,3,24.1,77777,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/6,21:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-11.0,-16.0,68,101700,0,0,198,0,0,0,0,0,0,0,320,6.2,0,0,24.1,77777,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/6,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-11.9,-16.8,68,101700,0,0,195,0,0,0,0,0,0,0,330,6.7,0,0,24.0,77777,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/6,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-13.0,-17.0,73,101800,0,0,192,0,0,0,0,0,0,0,330,4.1,0,0,24.1,77777,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/6,24:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-13.0,-18.0,67,101800,0,0,191,0,0,0,0,0,0,0,320,5.1,0,0,24.1,77777,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/7,01:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-13.8,-18.6,68,101900,0,0,188,0,0,0,0,0,0,0,330,4.6,0,0,24.0,77777,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/7,02:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-15.0,-19.0,73,102000,0,0,184,0,0,0,0,0,0,0,300,4.6,0,0,24.1,77777,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,03:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-15.0,-19.0,73,102000,0,0,184,0,0,0,0,0,0,0,320,4.6,0,0,24.1,77777,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,04:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-14.9,-19.6,69,102000,0,0,184,0,0,0,0,0,0,0,330,5.1,0,0,24.0,77777,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,05:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-15.0,-20.0,67,102000,0,0,184,0,0,0,0,0,0,0,330,5.1,0,0,24.1,77777,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,06:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-16.0,-20.0,73,102000,0,0,181,0,0,0,0,0,0,0,340,4.6,0,0,24.1,77777,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,07:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-15.8,-20.6,68,102100,0,0,189,0,0,0,0,0,0,0,350,3.1,3,3,24.0,77777,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,08:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-16.0,-21.0,67,102100,6,327,191,1,202,0,149,0,15,0,60,2.6,5,5,24.1,6706,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,09:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-16.0,-21.0,67,102200,149,1411,195,90,611,25,10264,0,2889,109,50,1.5,7,7,24.1,6706,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-14.9,-21.1,61,102100,320,1411,205,201,632,58,23063,21490,6677,270,60,2.1,9,9,24.0,6706,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-14.0,-21.0,58,102000,446,1411,208,294,680,79,34056,35241,9219,386,110,1.0,9,9,24.1,6706,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,12:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-13.0,-20.0,58,101900,516,1411,212,356,742,85,41697,42201,9932,422,110,3.6,9,9,24.1,6401,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-12.3,-19.6,57,101700,526,1411,215,373,789,79,43954,44107,9332,395,90,3.6,9,9,24.0,5334,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-12.0,-19.0,58,101600,473,1411,217,314,684,85,36431,37416,9854,416,90,3.6,9,9,24.1,4267,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,15:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-12.0,-19.0,58,101500,364,1411,217,224,588,72,25535,25490,8281,341,80,4.6,9,9,24.1,3962,9,'999999999,20,0.0000,0,88,999.000,0.0,1.0
2019/1/7,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-12.1,-18.7,60,101400,204,1411,223,103,378,49,11521,4935,5439,216,90,4.6,10,10,24.0,3505,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/7,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-12.0,-18.0,62,101200,29,723,224,13,189,9,1462,0,1025,38,80,6.7,10,10,24.1,3048,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/7,18:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-11.0,-17.0,63,101000,0,0,228,0,0,0,0,0,0,0,80,7.2,10,10,24.1,2530,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/7,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-11.5,-17.2,64,100800,0,0,226,0,0,0,0,0,0,0,80,6.7,10,10,24.0,1598,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/7,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-12.0,-17.0,67,100700,0,0,214,0,0,0,0,0,0,0,80,8.2,8,8,4.8,792,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/7,21:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-12.0,-15.0,79,100600,0,0,210,0,0,0,0,0,0,0,80,6.7,6,6,1.6,427,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/7,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-12.3,-14.4,85,100300,0,0,206,0,0,0,0,0,0,0,80,10.3,4,4,1.6,461,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/7,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-12.0,-14.0,85,100100,0,0,205,0,0,0,0,0,0,0,80,8.8,3,3,2.4,518,9,'999999999,30,0.0000,0,88,999.000,0.0,1.0
2019/1/7,24:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-11.0,-13.0,85,99800,0,0,205,0,0,0,0,0,0,0,80,8.2,1,1,1.6,732,9,'999999999,40,0.0000,0,88,999.000,0.0,1.0
2019/1/8,01:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-11.2,-13.1,86,99600,0,0,200,0,0,0,0,0,0,0,80,7.7,0,0,0.6,207,9,'999999999,40,0.0000,0,88,999.000,0.3,1.0
2019/1/8,02:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-11.0,-12.0,92,99500,0,0,208,0,0,0,0,0,0,0,80,7.2,2,2,6.4,549,9,'999999999,40,0.0000,0,88,999.000,0.3,1.0
2019/1/8,03:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-10.0,-11.0,92,99400,0,0,220,0,0,0,0,0,0,0,80,6.2,6,6,8.0,332,9,'999999999,40,0.0000,0,88,999.000,0.3,1.0
2019/1/8,04:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-9.1,-10.4,90,99300,0,0,241,0,0,0,0,0,0,0,80,4.6,10,10,12.0,254,9,'999999999,40,0.0000,0,88,999.000,0.3,1.0
2019/1/8,05:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-8.0,-9.0,92,99300,0,0,246,0,0,0,0,0,0,0,80,3.6,10,10,12.9,183,9,'999999999,50,0.0000,0,88,999.000,0.3,1.0
2019/1/8,06:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-7.0,-8.0,92,99200,0,0,251,0,0,0,0,0,0,0,80,2.6,10,10,9.7,183,9,'999999999,50,0.0000,0,88,999.000,0.3,1.0
2019/1/8,07:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-4.6,-5.4,94,99300,0,0,263,0,0,0,0,0,0,0,80,1.5,10,10,24.0,305,9,'999999999,60,0.0000,0,88,999.000,0.0,1.0
2019/1/8,08:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-4.0,-5.0,93,99300,6,330,265,1,192,0,147,0,19,1,80,1.5,10,10,12.9,305,9,'999999999,69,0.0000,0,88,999.000,0.0,1.0
