TL Name,TL Reference,Monitored Object Name,Monitored Object Reference,Monitored Object Last Sample,Object Name Similarity %,TL Polling Frequency,Monitored Object Unit
CS_TX6EA1_Voltage_L_L_Average_of_3_Phases_TL,2169.420100.TL604,CS_TX6EA1_Voltage_L_L_Average_of_3_Phases,420100.AV604.Present_Value,2020-04-13 07:54:59,93.0,30000,V
CS_TX6EA1_Current_Instantaneous_Phase_A_TL,2169.420100.TL605,CS_TX6EA1_Current_Instantaneous_Phase_A,420100.AV605.Present_Value,2020-04-13 07:54:10,93.0,30000,A
CS_TX6EA1_Current_Instantaneous_Phase_B_TL,2169.420100.TL606,CS_TX6EA1_Current_Instantaneous_Phase_B,420100.AV606.Present_Value,2020-04-13 07:54:14,93.0,30000,A
CS_TX6EA1_Current_Instantaneous_Phase_C_TL,2169.420100.TL607,CS_TX6EA1_Current_Instantaneous_Phase_C,420100.AV607.Present_Value,2020-04-13 07:54:18,93.0,30000,A
CS_TX6EA1_Voltage_Phase_A_B_TL,2169.420100.TL608,CS_TX6EA1_Voltage_Phase_A_B,420100.AV608.Present_Value,2020-04-13 07:54:23,90.0,30000,V
CS_TX6EA1_Voltage_Phase_B_C_TL,2169.420100.TL609,CS_TX6EA1_Voltage_Phase_B_C,420100.AV609.Present_Value,2020-04-13 07:54:27,90.0,30000,V
CS_TX6EA1_Voltage_Phase_A_C_TL,2169.420100.TL610,CS_TX6EA1_Voltage_Phase_A_C,420100.AV610.Present_Value,2020-04-13 07:54:32,90.0,30000,V
CS_TX6EA1_Voltage_Phase_A_N_TL,2169.420100.TL611,CS_TX6EA1_Voltage_Phase_A_N,420100.AV611.Present_Value,2020-04-13 07:54:36,90.0,30000,V
CS_TX6EA1_Voltage_Phase_B_N_TL,2169.420100.TL612,CS_TX6EA1_Voltage_Phase_B_N,420100.AV612.Present_Value,2020-04-13 07:54:41,90.0,30000,V
CS_TX6EA1_Voltage_Phase_C_N_TL,2169.420100.TL613,CS_TX6EA1_Voltage_Phase_C_N,420100.AV613.Present_Value,2020-04-13 07:54:45,90.0,30000,V
CS_TX6EA1_Real_Power_Phase_A_TL,2169.420100.TL614,CS_TX6EA1_Real_Power_Phase_A,420100.AV614.Present_Value,2020-04-13 07:54:50,90.0,30000,kW
CS_TX6EA1_Real_Power_Phase_B_TL,2169.420100.TL615,CS_TX6EA1_Real_Power_Phase_B,420100.AV615.Present_Value,2020-04-13 07:54:54,90.0,30000,kW
CS_TX6EA1_Real_Power_Phase_C_TL,2169.420100.TL616,CS_TX6EA1_Real_Power_Phase_C,420100.AV616.Present_Value,2020-04-13 07:54:59,90.0,30000,kW
CS_TX6EA1_Total_Power_Factor_TL,2169.420100.TL617,CS_TX6EA1_Total_Power_Factor,420100.AV617.Present_Value,2020-04-13 07:54:10,90.0,30000,
CS_TX6EA1_Power_Factor_Phase_A_TL,2169.420100.TL618,CS_TX6EA1_Power_Factor_Phase_A,420100.AV618.Present_Value,2020-04-13 07:54:14,91.0,30000,
CS_TX6EA1_Power_Factor_Phase_B_TL,2169.420100.TL619,CS_TX6EA1_Power_Factor_Phase_B,420100.AV619.Present_Value,2020-04-13 07:54:19,91.0,30000,
CS_TX6EA1_Power_Factor_Phase_C_TL,2169.420100.TL620,CS_TX6EA1_Power_Factor_Phase_C,420100.AV620.Present_Value,2020-04-13 07:54:23,91.0,30000,
CS_TX6EA1_Frequency_derived_from_Phase_A_TL,2169.420100.TL621,CS_TX6EA1_Frequency_derived_from_Phase_A,420100.AV621.Present_Value,2020-04-13 07:54:27,93.0,30000,Hz
CS_TX6EA1_Total_Real_Power_Present_Demand_TL,2169.420100.TL622,CS_TX6EA1_Total_Real_Power_Present_Demand,420100.AV622.Present_Value,2020-04-13 07:54:32,93.0,30000,kW
CS_TX6EA1_Total_Real_Power_Max_Demand_TL,2169.420100.TL623,CS_TX6EA1_Total_Real_Power_Max_Demand,420100.AV623.Present_Value,2020-04-13 07:54:36,93.0,30000,kW
CS_TX6EA1_Command_Register_Reset_TL,2169.420100.TL624,CS_TX6EA1_Command_Register_Reset,420100.AV624.Present_Value,2020-04-13 07:54:41,91.0,30000,
CS_TX6EA1_Diagnostic_Alert_TL,2169.420100.TL625,CS_TX6EA1_Diagnostic_Alert,420100.AV625.Present_Value,2020-04-13 07:54:45,90.0,30000,
CS_ION7550_Instantaneous_Real_Power_3_Phase_Total_TL,2169.420100.TL701,CS_ION7550_Total_Instantaneous_Real_Power_3_Phase_Total,420100.AV701.Present_Value,2020-04-13 07:54:55,20.0,30000,kW
CS_ION7550_Real_Energy_Consumption_MSR_LSR_TL,2169.420100.TL702,CS_ION7550_Real_Energy_Consumption_MSR_LSR,420100.AV702.Present_Value,2020-04-13 07:55:00,93.0,30000,kWh
CS_ION7550_Current_Average_of_3_Phases_TL,2169.420100.TL703,CS_ION7550_Current_Average_of_3_Phases,420100.AV703.Present_Value,2020-04-13 07:54:10,93.0,30000,
CS_ION7550_Voltage_L_L_Average_of_3_Phases_TL,2169.420100.TL704,CS_ION7550_Voltage_L_L_Average_of_3_Phases,420100.AV704.Present_Value,2020-04-13 07:54:15,93.0,30000,V
CS_ION7550_Current_Instantaneous_Phase_A_TL,2169.420100.TL705,CS_ION7550_Current_Instantaneous_Phase_A,420100.AV705.Present_Value,2020-04-13 07:54:19,93.0,30000,A
CS_ION7550_Current_Instantaneous_Phase_B_TL,2169.420100.TL706,CS_ION7550_Current_Instantaneous_Phase_B,420100.AV706.Present_Value,2020-04-13 07:54:23,93.0,30000,A
CS_ION7550_Current_Instantaneous_Phase_C_TL,2169.420100.TL707,CS_ION7550_Current_Instantaneous_Phase_C,420100.AV707.Present_Value,2020-04-13 07:54:27,93.0,30000,A
CS_ION7550_Voltage_Phase_A_B_TL,2169.420100.TL708,CS_ION7550_Voltage_Phase_A_B,420100.AV708.Present_Value,2020-04-13 07:54:32,90.0,30000,A
CS_ION7550_Voltage_Phase_B_C_TL,2169.420100.TL709,CS_ION7550_Voltage_Phase_B_C,420100.AV709.Present_Value,2020-04-13 07:54:37,90.0,30000,A
CS_ION7550_Voltage_Phase_A_C_TL,2169.420100.TL710,CS_ION7550_Voltage_Phase_A_C,420100.AV710.Present_Value,2020-04-13 07:54:41,90.0,30000,V
CS_ION7550_Voltage_Phase_A_N_TL,2169.420100.TL711,CS_ION7550_Voltage_Phase_A_N,420100.AV711.Present_Value,2020-04-13 07:54:46,90.0,30000,V
CS_ION7550_Voltage_Phase_B_N_TL,2169.420100.TL712,CS_ION7550_Voltage_Phase_B_N,420100.AV712.Present_Value,2020-04-13 07:54:50,90.0,30000,V
CS_ION7550_Voltage_Phase_C_N_TL,2169.420100.TL713,CS_ION7550_Voltage_Phase_C_N,420100.AV713.Present_Value,2020-04-13 07:54:55,90.0,30000,V
CS_ION7550_Real_Power_Phase_A_TL,2169.420100.TL714,CS_ION7550_Real_Power_Phase_A,420100.AV714.Present_Value,2020-04-13 07:55:00,91.0,30000,kW
CS_ION7550_Real_Power_Phase_B_TL,2169.420100.TL715,CS_ION7550_Real_Power_Phase_B,420100.AV715.Present_Value,2020-04-13 07:54:11,91.0,30000,kW
CS_ION7550_Real_Power_Phase_C_TL,2169.420100.TL716,CS_ION7550_Real_Power_Phase_C,420100.AV716.Present_Value,2020-04-13 07:54:15,91.0,30000,kW
CS_ION7550_Total_Power_Factor_TL,2169.420100.TL717,CS_ION7550_Total_Power_Factor,420100.AV717.Present_Value,2020-04-13 07:54:19,91.0,30000,
CS_ION7550_Power_Factor_Phase_A_TL,2169.420100.TL718,CS_ION7550_Power_Factor_Phase_A,420100.AV718.Present_Value,2020-04-13 07:54:23,91.0,30000,
CS_ION7550_Power_Factor_Phase_B_TL,2169.420100.TL719,CS_ION7550_Power_Factor_Phase_B,420100.AV719.Present_Value,2020-04-13 07:54:28,91.0,30000,
CS_ION7550_Power_Factor_Phase_C_TL,2169.420100.TL720,CS_ION7550_Power_Factor_Phase_C,420100.AV720.Present_Value,2020-04-13 07:54:32,91.0,30000,
CS_ION7550_Frequency_derived_from_Phase_A_TL,2169.420100.TL721,CS_ION7550_Frequency_derived_from_Phase_A,420100.AV721.Present_Value,2020-04-13 07:54:37,93.0,30000,Hz
CS_ION7550_Total_Real_Power_Present_Demand_TL,2169.420100.TL722,CS_ION7550_Total_Real_Power_Present_Demand,420100.AV722.Present_Value,2020-04-13 07:54:41,93.0,30000,kW
CS_ION7550_Total_Real_Power_Max_Demand_TL,2169.420100.TL723,CS_ION7550_Total_Real_Power_Max_Demand,420100.AV723.Present_Value,2020-04-13 07:54:46,93.0,30000,kW
CS_ION7550_Command_Register_Reset_TL,2169.420100.TL724,CS_ION7550_Command_Register_Reset,420100.AV724.Present_Value,2020-04-13 07:54:51,92.0,30000,
CS_ION7550_Diagnostic_Alert_TL,2169.420100.TL725,CS_ION7550_Diagnostic_Alert,420100.AV725.Present_Value,2020-04-13 07:54:55,90.0,30000,
CS_ION7550_AI1_Steam_Flow_TL,2169.420100.TL726,CS_ION7550_AI1_Steam_Flow,420100.AV726.Present_Value,2020-04-13 07:55:00,89.0,30000,kg
CS_ION7550_AI2_Steam_Pressure_TL,2169.420100.TL727,CS_ION7550_AI2_Steam_Pressure,420100.AV727.Present_Value,2020-04-13 07:54:11,91.0,30000,kPa
CS_ION7550_AI4_Dw_Total_TL,2169.420100.TL728,CS_ION7550_Dw_Total,420100.AV728.Present_Value,2020-04-13 07:54:15,42.0,30000,m³
CS_MCC6EA1_Total_Instantaneous_Real_Power_3_Phase_Total_TL,2169.420100.TL801,CS_MCC6EA1_Total_Instantaneous_Real_Power_3_Phase_Total,420100.AV801.Present_Value,2020-04-13 07:54:20,95.0,30000,kW
CS_MCC6EA1_Real_Energy_Consumption_MSR_LSR_TL,2169.420100.TL802,CS_MCC6EA1_Real_Energy_Consumption_MSR_LSR,420100.AV802.Present_Value,2020-04-13 07:54:23,93.0,30000,kWh
CS_MCC6EA1_Current_Average_of_3_Phases_TL,2169.420100.TL803,CS_MCC6EA1_Current_Average_of_3_Phases,420100.AV803.Present_Value,2020-04-13 07:54:28,93.0,30000,
CS_MCC6EA1_Voltage_L_L_Average_of_3_Phases_TL,2169.420100.TL804,CS_MCC6EA1_Voltage_L_L_Average_of_3_Phases,420100.AV804.Present_Value,2020-04-13 07:54:33,93.0,30000,V
CS_MCC6EA1_Current_Instantaneous_Phase_A_TL,2169.420100.TL805,CS_MCC6EA1_Current_Instantaneous_Phase_A,420100.AV805.Present_Value,2020-04-13 07:54:37,93.0,30000,A
CS_MCC6EA1_Current_Instantaneous_Phase_B_TL,2169.420100.TL806,CS_MCC6EA1_Current_Instantaneous_Phase_B,420100.AV806.Present_Value,2020-04-13 07:54:42,93.0,30000,A
CS_MCC6EA1_Current_Instantaneous_Phase_C_TL,2169.420100.TL807,CS_MCC6EA1_Current_Instantaneous_Phase_C,420100.AV807.Present_Value,2020-04-13 07:54:46,93.0,30000,A
CS_MCC6EA1_Voltage_Phase_A_B_TL,2169.420100.TL808,CS_MCC6EA1_Voltage_Phase_A_B,420100.AV808.Present_Value,2020-04-13 07:54:51,90.0,30000,V
CS_MCC6EA1_Voltage_Phase_B_C_TL,2169.420100.TL809,CS_MCC6EA1_Voltage_Phase_B_C,420100.AV809.Present_Value,2020-04-13 07:54:55,90.0,30000,V
CS_MCC6EA1_Voltage_Phase_A_C_TL,2169.420100.TL810,CS_MCC6EA1_Voltage_Phase_A_C,420100.AV810.Present_Value,2020-04-13 07:55:00,90.0,30000,V
CS_MCC6EA1_Voltage_Phase_A_N_TL,2169.420100.TL811,CS_MCC6EA1_Voltage_Phase_A_N,420100.AV811.Present_Value,2020-04-13 07:54:11,90.0,30000,V
CS_MCC6EA1_Voltage_Phase_B_N_TL,2169.420100.TL812,CS_MCC6EA1_Voltage_Phase_B_N,420100.AV812.Present_Value,2020-04-13 07:54:15,90.0,30000,V
CS_MCC6EA1_Voltage_Phase_C_N_TL,2169.420100.TL813,CS_MCC6EA1_Voltage_Phase_C_N,420100.AV813.Present_Value,2020-04-13 07:54:20,90.0,30000,V
CS_MCC6EA1_Real_Power_Phase_A_TL,2169.420100.TL814,CS_MCC6EA1_Real_Power_Phase_A,420100.AV814.Present_Value,2020-04-13 07:54:24,91.0,30000,kW
CS_MCC6EA1_Real_Power_Phase_B_TL,2169.420100.TL815,CS_MCC6EA1_Real_Power_Phase_B,420100.AV815.Present_Value,2020-04-13 07:54:28,91.0,30000,kW
CS_MCC6EA1_Real_Power_Phase_C_TL,2169.420100.TL816,CS_MCC6EA1_Real_Power_Phase_C,420100.AV816.Present_Value,2020-04-13 07:54:33,91.0,30000,kW
CS_MCC6EA1_Total_Power_Factor_TL,2169.420100.TL817,CS_MCC6EA1_Total_Power_Factor,420100.AV817.Present_Value,2020-04-13 07:54:37,91.0,30000,
CS_MCC6EA1_Power_Factor_Phase_A_TL,2169.420100.TL818,CS_MCC6EA1_Power_Factor_Phase_A,420100.AV818.Present_Value,2020-04-13 07:54:42,91.0,30000,
CS_MCC6EA1_Power_Factor_Phase_B_TL,2169.420100.TL819,CS_MCC6EA1_Power_Factor_Phase_B,420100.AV819.Present_Value,2020-04-13 07:54:46,91.0,30000,
CS_MCC6EA1_Power_Factor_Phase_C_TL,2169.420100.TL820,CS_MCC6EA1_Power_Factor_Phase_C,420100.AV820.Present_Value,2020-04-13 07:54:51,91.0,30000,
CS_MCC6EA1_Frequency_derived_from_Phase_A_TL,2169.420100.TL821,CS_MCC6EA1_Frequency_derived_from_Phase_A,420100.AV821.Present_Value,2020-04-13 07:54:55,93.0,30000,Hz
CS_MCC6EA1_Total_Real_Power_Present_Demand_TL,2169.420100.TL822,CS_MCC6EA1_Total_Real_Power_Present_Demand,420100.AV822.Present_Value,2020-04-13 07:55:01,93.0,30000,kW
CS_MCC6EA1_Total_Real_Power_Max_Demand_TL,2169.420100.TL823,CS_MCC6EA1_Total_Real_Power_Max_Demand,420100.AV823.Present_Value,2020-04-13 07:55:01,93.0,30000,kW
CS_MCC6EA1_Command_Register_Reset_TL,2169.420100.TL824,CS_MCC6EA1_Command_Register_Reset,420100.AV824.Present_Value,2020-04-13 07:55:01,92.0,30000,$Currency10
CS_MCC6EA1_Diagnostic_Alert_TL,2169.420100.TL825,CS_MCC6EA1_Diagnostic_Alert,420100.AV825.Present_Value,2020-04-13 07:55:01,90.0,30000,
CS_CHW_Cond_P303_Vsd_Input Power_KW_TL,2169.420100.TL901,CS_CHW_Cond_P303_Vsd_Input Power_KW,420100.AV901.Present_Value,2020-04-13 07:55:02,92.0,30000,kW
CS_CHW_Cond_P303_Vsd_Input Power_hp_TL,2169.420100.TL902,CS_CHW_Cond_P303_Vsd_Input Power_hp,420100.AV902.Present_Value,2020-04-13 07:55:02,92.0,30000,hp
CS_CHW_Cond_P303_Vsd_Motor_Voltage_TL,2169.420100.TL903,CS_CHW_Cond_P303_Vsd_Motor_Voltage,420100.AV903.Present_Value,2020-04-13 07:55:02,92.0,30000,m²
CS_CHW_Cond_P303_Vsd_Frequency_TL,2169.420100.TL904,CS_CHW_Cond_P303_Vsd_Frequency,420100.AV904.Present_Value,2020-04-13 07:55:03,91.0,30000,Hz
CS_CHW_Cond_P303_Vsd_Motor Current_TL,2169.420100.TL905,trend_log_input_ref not found,*.*.*,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
CS_CHW_Cond_P303_Vsd_Speed RPM_TL,2169.420100.TL906,CS_CHW_Cond_P303_Vsd_Speed RPM,420100.AV906.Present_Value,2020-04-13 07:55:03,91.0,30000,RPM
CS_CHW_Cond_P303_Vsd_Torque_TL,2169.420100.TL907,CS_CHW_Cond_P303_Vsd_Torque,420100.AV907.Present_Value,2020-04-13 07:55:03,90.0,30000,V
CS_CHW_Cond_P303_Vsd_DC Link Voltage_TL,2169.420100.TL908,CS_CHW_Cond_P303_Vsd_DC Link Voltage,420100.AV908.Present_Value,2020-04-13 07:55:04,92.0,30000,V
CA_CHW_Cond_P303_Vsd_Counter_Kwh_TL,2169.420100.TL909,CA_CHW_Cond_P303_Vsd_Counter_Kwh,420100.AV909.Present_Value,2020-04-13 07:55:04,91.0,30000,kWh
CS_CHW_Cond_P304_Vsd_Input Power_KW_TL,2169.420100.TL1001,trend_log_input_ref not found,*.*.*,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
CS_CHW_Cond_P304_Vsd_Input Power_hp_TL,2169.420100.TL1002,CS_CHW_Cond_P304_Vsd_Input Power_hp,420100.AV1002.Present_Value,2020-04-13 07:55:04,92.0,30000,hp
CS_CHW_Cond_P304_Vsd_Motor_Voltage_TL,2169.420100.TL1003,CS_CHW_Cond_P304_Vsd_Motor_Voltage,420100.AV1003.Present_Value,2020-04-13 07:55:04,92.0,30000,V
CS_CHW_Cond_P304_Vsd_Frequency_TL,2169.420100.TL1004,CS_CHW_Cond_P304_Vsd_Frequency,420100.AV1004.Present_Value,2020-04-13 07:55:05,91.0,30000,Hz
CS_CHW_Cond_P304_Vsd_Motor Current_TL,2169.420100.TL1005,CS_CHW_Cond_P304_Vsd_Motor Current,420100.AV1005.Present_Value,2020-04-13 07:55:05,92.0,30000,A
CS_CHW_Cond_P304_Vsd_Speed RPM_TL,2169.420100.TL1006,CS_CHW_Cond_P304_Vsd_Speed RPM,420100.AV1006.Present_Value,2020-04-13 07:55:05,91.0,30000,RPM
CS_CHW_Cond_P304_Vsd_Torque_TL,2169.420100.TL1007,CS_CHW_Cond_P304_Vsd_Torque,420100.AV1007.Present_Value,2020-04-13 07:55:06,90.0,30000,%
CS_CHW_Cond_P304_Vsd_DC Link Voltage_TL,2169.420100.TL1008,CS_CHW_Cond_P304_Vsd_DC Link Voltage,420100.AV1008.Present_Value,2020-04-13 07:55:06,92.0,30000,V
CS_CHW_Cond_P304_Vsd_Counter_Kwh_TL,2169.420100.TL1009,CS_CHW_Cond_P304_Vsd_Counter_Kwh,420100.AV1009.Present_Value,2020-04-13 07:55:06,91.0,30000,kWh
CS_CHW_Evap_P301_Vsd_Input Power_KW_TL,2169.420100.TL1101,CS_CHW_Evap_P301_Vsd_Input Power_KW,420100.AV1101.Present_Value,2020-04-13 07:55:07,92.0,30000,kW
CS_CHW_Evap_P301_Vsd_Input Power_hp_TL,2169.420100.TL1102,CS_CHW_Evap_P301_Vsd_Input Power_hp,420100.AV1102.Present_Value,2020-04-13 07:55:07,92.0,30000,hp
CS_CHW_Evap_P301_Vsd_Motor_Voltage_TL,2169.420100.TL1103,CS_CHW_Evap_P301_Vsd_Motor_Voltage,420100.AV1103.Present_Value,2020-04-13 07:55:07,92.0,30000,V
CS_CHW_Evap_P301_Vsd_Frequency_TL,2169.420100.TL1104,CS_CHW_Evap_P301_Vsd_Frequency,420100.AV1104.Present_Value,2020-04-13 07:55:07,91.0,30000,Hz
CS_CHW_Evap_P301_Vsd_Motor Current_TL,2169.420100.TL1105,CS_CHW_Evap_P301_Vsd_Motor Current,420100.AV1105.Present_Value,2020-04-13 07:55:07,92.0,30000,A
CS_CHW_Evap_P301_Vsd_Speed RPM_TL,2169.420100.TL1106,CS_CHW_Evap_P301_Vsd_Speed RPM,420100.AV1106.Present_Value,2020-04-13 07:55:08,91.0,30000,RPM
CS_CHW_Evap_P301_Vsd_Torque_TL,2169.420100.TL1107,CS_CHW_Evap_P301_Vsd_Torque,420100.AV1107.Present_Value,2020-04-13 07:55:08,90.0,30000,%
CS_CHW_Evap_P301_Vsd_DC Link Voltage_TL,2169.420100.TL1108,CS_CHW_Evap_P301_Vsd_DC Link Voltage,420100.AV1108.Present_Value,2020-04-13 07:55:08,92.0,30000,V
CS_CHW_Evap_P301_Vsd_Counter_Kwh_TL,2169.420100.TL1109,CS_CHW_Evap_P301_Vsd_Counter_Kwh,420100.AV1109.Present_Value,2020-04-13 07:55:08,91.0,30000,kWh
CS_CHW_Evap_P302_Vsd_Input Power_KW_TL,2169.420100.TL1201,CS_CHW_Evap_P302_Vsd_Input Power_KW,420100.AV1201.Present_Value,2020-04-13 07:55:09,92.0,30000,kW
CS_CHW_Evap_P302_Vsd_Input Power_hp_TL,2169.420100.TL1202,CS_CHW_Evap_P302_Vsd_Input Power_hp,420100.AV1202.Present_Value,2020-04-13 07:55:09,92.0,30000,hp
CS_CHW_Evap_P302_Vsd_Motor_Voltage_TL,2169.420100.TL1203,CS_CHW_Evap_P302_Vsd_Motor_Voltage,420100.AV1203.Present_Value,2020-04-13 07:55:09,92.0,30000,m²
CS_CHW_Evap_P302_Vsd_Frequency_TL,2169.420100.TL1204,CS_CHW_Evap_P302_Vsd_Frequency,420100.AV1204.Present_Value,2020-04-13 07:55:09,91.0,30000,Hz
CS_CHW_Evap_P302_Vsd_Motor Current_TL,2169.420100.TL1205,CS_CHW_Evap_P302_Vsd_Motor Current,420100.AV1205.Present_Value,2020-04-13 07:55:10,92.0,30000,m²
CS_CHW_Evap_P302_Vsd_Speed RPM_TL,2169.420100.TL1206,CS_CHW_Evap_P302_Vsd_Speed RPM,420100.AV1206.Present_Value,2020-04-13 07:55:10,91.0,30000,m²
CS_CHW_Evap_P302_Vsd_Torque_TL,2169.420100.TL1207,CS_CHW_Evap_P302_Vsd_Torque,420100.AV1207.Present_Value,2020-04-13 07:55:10,90.0,30000,m²
CS_CHW_Evap_P302_Vsd_DC Link Voltage_TL,2169.420100.TL1208,CS_CHW_Evap_P302_Vsd_DC Link Voltage,420100.AV1208.Present_Value,2020-04-13 07:55:10,92.0,30000,m²
CS_CHW_Evap_P302_Vsd_Counter_Kwh_TL,2169.420100.TL1209,CS_CHW_Evap_P302_Vsd_Counter_Kwh,420100.AV1209.Present_Value,2020-04-13 07:55:11,91.0,30000,kWh
CS_DW_Bosster_P102_Vsd_Input Power_KW_TL,2169.420100.TL1301,CS_DW_Bosster_P102_Vsd_Input Power_KW,420100.AV1301.Present_Value,2020-04-13 07:55:11,93.0,30000,kW
CS_DW_Bosster_P102_Vsd_Input Power_hp_TL,2169.420100.TL1302,CS_DW_Bosster_P102_Vsd_Input Power_hp,420100.AV1302.Present_Value,2020-04-13 07:55:11,93.0,30000,hp
CS_DW_Bosster_P102_Vsd_Motor_Voltage_TL,2169.420100.TL1303,CS_DW_Bosster_P102_Vsd_Motor_Voltage,420100.AV1303.Present_Value,2020-04-13 07:55:11,92.0,30000,V
CS_DW_Bosster_P102_Vsd_Frequency_TL,2169.420100.TL1304,CS_DW_Bosster_P102_Vsd_Frequency,420100.AV1304.Present_Value,2020-04-13 07:55:12,91.0,30000,Hz
CS_DW_Bosster_P102_Vsd_Motor Current_TL,2169.420100.TL1305,CS_DW_Bosster_P102_Vsd_Motor Current,420100.AV1305.Present_Value,2020-04-13 07:55:12,92.0,30000,A
CS_DW_Bosster_P102_Vsd_Speed RPM_TL,2169.420100.TL1306,CS_DW_Bosster_P102_Vsd_Speed RPM,420100.AV1306.Present_Value,2020-04-13 07:55:12,91.0,30000,RPM
CS_DW_Bosster_P102_Vsd_Torque_TL,2169.420100.TL1307,CS_DW_Bosster_P102_Vsd_Torque,420100.AV1307.Present_Value,2020-04-13 07:55:12,91.0,30000,%
CS_DW_Bosster_P102_Vsd_DC Link Voltage_TL,2169.420100.TL1308,CS_DW_Bosster_P102_Vsd_DC Link Voltage,420100.AV1308.Present_Value,2020-04-13 07:55:13,93.0,30000,V
CS_DW_Bosster_P102_Vsd_Counter_Kwh_TL,2169.420100.TL1309,CS_DW_Bosster_P102_Vsd_Counter_Kwh,420100.AV1309.Present_Value,2020-04-13 07:55:13,92.0,30000,kWh
CS_Dw_Booster_P103_Input_Power_KW_TL,2169.420100.TL1401,CS_Dw_Booster_P103_Input_Power_KW,420100.AV1401.Present_Value,2020-04-13 07:55:13,92.0,30000,kW
CS_Dw_Booster_P103_Input_Power_hp_TL,2169.420100.TL1402,CS_Dw_Booster_P103_Input_Power_hp,420100.AV1402.Present_Value,2020-04-13 07:55:13,92.0,30000,hp
CS_Dw_Booster_P103_Motor_Voltage_TL,2169.420100.TL1403,CS_Dw_Booster_P103_Motor_Voltage,420100.AV1403.Present_Value,2020-04-13 07:55:14,91.0,30000,V
CS_Dw_Booster_P103_Frequency_TL,2169.420100.TL1404,CS_Dw_Booster_P103_Frequency,420100.AV1404.Present_Value,2020-04-13 07:55:14,90.0,30000,Hz
CS_Dw_Booster_P103_Motor_Current_TL,2169.420100.TL1405,CS_Dw_Booster_P103_Motor_Current,420100.AV1405.Present_Value,2020-04-13 07:55:14,91.0,30000,A
CS_Dw_Booster_P103_Speed_RPM_TL,2169.420100.TL1406,CS_Dw_Booster_P103_Speed_RPM,420100.AV1406.Present_Value,2020-04-13 07:55:14,90.0,30000,RPM
CS_Dw_Booster_P103_Torque_TL,2169.420100.TL1407,CS_Dw_Booster_P103_Torque,420100.AV1407.Present_Value,2020-04-13 07:55:14,89.0,30000,%
CS_Dw_Booster_P103_DC_Link_Voltage_TL,2169.420100.TL1408,CS_Dw_Booster_P103_DC_Link_Voltage,420100.AV1408.Present_Value,2020-04-13 07:55:15,92.0,30000,V
CS_DW_Bosster_P103_Vsd_Counter_Kwh_TL,2169.420100.TL1409,CS_DW_Bosster_P103_Vsd_Counter_Kwh,420100.AV1409.Present_Value,2020-04-13 07:55:15,92.0,30000,kWh
CS_Heating_P201_Vsd_Input Power_KW_TL,2169.420100.TL1501,trend_log_input_ref not found,*.*.*,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
CS_Heating_P201_Vsd_Input Power_hp_TL,2169.420100.TL1502,CS_Heating_P201_Vsd_Input Power_hp,420100.AV1502.Present_Value,2020-04-13 07:55:16,92.0,30000,hp
CS_Heating_P201_Vsd_Motor_Voltage_TL,2169.420100.TL1503,CS_Heating_P201_Vsd_Motor_Voltage,420100.AV1503.Present_Value,2020-04-13 07:55:16,92.0,30000,V
CS_Heating_P201_Vsd_Frequency_TL,2169.420100.TL1504,CS_Heating_P201_Vsd_Frequency,420100.AV1504.Present_Value,2020-04-13 07:55:16,91.0,30000,Hz
CS_Heating_P201_Vsd_Motor Current_TL,2169.420100.TL1505,CS_Heating_P201_Vsd_Motor Current,420100.AV1505.Present_Value,2020-04-13 07:55:16,92.0,30000,A
CS_Heating_P201_Vsd_Speed RPM_TL,2169.420100.TL1506,CS_Heating_P201_Vsd_Speed RPM,420100.AV1506.Present_Value,2020-04-13 07:55:16,91.0,30000,RPM
CS_Heating_P201_Vsd_Torque_TL,2169.420100.TL1507,CS_Heating_P201_Vsd_Torque,420100.AV1507.Present_Value,2020-04-13 07:55:17,90.0,30000,%
CS_Heating_P201_Vsd_DC Link Voltage_TL,2169.420100.TL1508,CS_Heating_P201_Vsd_DC Link Voltage,420100.AV1508.Present_Value,2020-04-13 07:55:17,92.0,30000,V
CS_Heating_p201_Vsd_Counter_Kwh_TL,2169.420100.TL1509,CS_Heating_p201_Vsd_Counter_Kwh,420100.AV1509.Present_Value,2020-04-13 07:55:17,91.0,30000,kWh
CS_Heating_P202_Vsd_Input Power_KW_TL,2169.420100.TL1601,CS_Heating_P202_Vsd_Input Power_KW,420100.AV1601.Present_Value,2020-04-13 07:55:17,92.0,30000,kW
CS_Heating_P202_Vsd_Input Power_hp_TL,2169.420100.TL1602,CS_Heating_P202_Vsd_Input Power_hp,420100.AV1602.Present_Value,2020-04-13 07:55:18,92.0,30000,hp
CS_Heating_P202_Vsd_Motor_Voltage_TL,2169.420100.TL1603,CS_Heating_P202_Vsd_Motor_Voltage,420100.AV1603.Present_Value,2020-04-13 07:55:18,92.0,30000,V
CS_Heating_P202_Vsd_Frequency_TL,2169.420100.TL1604,CS_Heating_P202_Vsd_Frequency,420100.AV1604.Present_Value,2020-04-13 07:55:18,91.0,30000,Hz
